word,definition
أتا,"الاتيان: المجئ. ; وقد أتيته أتيا. قال الشاعر: ; فاحتل لنفسك قبل أتى العسكر * وأتوته أتوة لغة فيه، ومنه قول الهذلى [[هخالد بن زهير.]] * كنت إذا أتوته من غيب [[قال: يا قوم مالى وأبا ذؤيب * كنت إذا أتوته من غيب بشم عطفى ويبز ثوبي * كأنما أربته بريب (285 - صحاح - 6)]] * وقوله تعالى: (إنَّه كانَ وَعْدُهُ مأتِيَّا) أي آتيا، كما قال: (حجابا مستورا) أي ساترا. ; وقد يكون مفعولا، لان ما أتاك من أمر الله عز وجل فقد أتيته أنت. ; وإما شدد لان واو مفعول انقلبت ياء لكسرة ما قبلها، فأدغمت في الياء التى هي لام الفعل. ; وتقول: أَتَيْتُ الأمر من مَأْتاتِهِ، أي من مَأتاه، أي من وجهه الذى يوتى منه، كما تقول: ما أحسن معناة هذا الكلام، تريد معناه. قال الراجز: وحاجة كنت على صماتها * أتيتها وحدي من مأتاتها وقرئ: (يوم يأت) بحذف الياء كما قالوا: لا أدر، وهى لغة هذيل. ; وتقول: آتيته غلى ذلك الامر مواتاة، إذا وافقتَه وطاوعته. ; والعامَة تقول: واتَيْتُهُ. ; وآتاه إيتاء، أي أعطاه. ; وآتاهُ أيضاً، أي أتى به. ; ومنه قوله تعالى (آتِنا غَداءَنا) أي ائتنا به. ; والا تاوة: الخراج، والجمع الاتاوي. قال الجعدى: (*) موالى حلف لا مَوالي قَرابةٍ ولكنْ قَطيناً يسألون الاتاويا [[قبله: فلا تنتهى أضغان قومي بينهم * وسوأتهم حتى يصيروا مواليا]] تقول منه: أتوته آتُوه أَتْواً وإتاوَةً. قال الشاعر [[حنى بن جابر التغلبي.]] : ففي كلِّ أسواق العراق إتاوةٌ * وفى كل ما باع امرو مكس درهم يقال للسقاء إذا مَخِضَ وجاء الزُبْدُ: قد جاء أَتْوُهُ. ; ولفلانٍ أَتْوٌ، أي عطاء. ; ويقال: ما أحسَن أَتْوَ يَدَي هذه الناقة، وأَتْيَ أيضاً، أي رَجْعَ يديها في السير. ; والإيتاء: الاعطاء. ; وتأتى له الشئ، أي تهيأ. ; وتأتى له، أي تَرَفّقَ وأَتاهُ من وجهه. قال الفرء: يقال جاء فلان يتأتى، أي يتعرض لمعروفك. ; وأتيت للماء تأتية وتأتيا، أي سهلت سبيله ليخرج إلى موضع [[صواب العبارة "" ليخرج من موضع إلى موضع "".]] . ; والأَتِيُّ: الجدولُ يُؤتِّيهِ الرجلُ إلى أرضه. ; وهو فعيل. يقال: جاءنا سيل أَتيٌّ وأَتاويٌّ، إذا جاءك ولم يصبك مطره. قال الراجز [[العجاج.]] : ; سيل أتى مده أتى [[قبله: ; كأنه والهول عسكري]] * والاتي أيضا والاتاوى: الغريب. ; ونسوة أتاويات. قال الشاعر: لا يعدلن أتاويون تضربهم * نكباء صر بأصحاب المحلات [[قال الفارسى: ويروى: "" لا يعدلن أتاويون ""، فحذف المفعول، وأراد: لا يعدلن أتاويون شأنهم كذا أنفسهم.]] وأما قول الشاعر [[قيس بن زهير العبسى.]] : ألم يأتيك والانباء تنمى * بما لاقت لبون بنى زياد فإنما أثبت الياء ولم يحذفها للجزم ضرورة ورده إلى أصله. قال المازنى: ويجوز في الشعر أن (*) تقول زيد يرميك برفع الياء، ويغزوك برفع الواو، وهذا قاضى بالتنوين مع الياء، فتجرى الحرف المعتل مجرى الحرف الصحيح من جميع الوجوه في الاسماء والافعال جميعا لانه الاصل. ; واستأتت الناقة استئتاء مهموز، أي ضبعت وأرادت الفحل. ; والاتاء: البركة والنماء، وحمل النخلِ [[في المخطوطات: "" والاتاء: الغلة، وحمل النخل "".]] . تقول منه: أَتَتِ النخلةُ تأتو إتاء. ; وأنشد ابن السكيت [[لعبد الله بن رواحة.]] : هنالك [[عنى بهنالك موضع الجهاد، أي أستشهد فأرزق عند الله فلا أبالى نخلا ولا زرعا.]] لا أبالى نخل بَعْلٍ * ولا سَقْي وإنْ عَظُمَ الاتاء والميتاء والميداء ممدودان: آخر الغاية حيث ينتهي إليه جَرْيُ الخيل. ; والميتاء: الطريقُ العامرُ. ; ومجتمعُ الطريق أيضاً ميتاء وميداءُ. يقال: بَنى القومُ بيوتَهم على ميتاءٍ واحدٍ وميداءٍ واحدٍ. ; وداري بميتاء دارِ فلان وميداءِ دارِ فلانٍ، أي تِلقاءَ داره ومحاذية لها."
أتب,الإِتْبُ: البَقيرُ، وهو ثَوبٌ أو بُرْدٌ يُشَقُّ في وَسَطهِ فَتُلْقيِه المرأَةُ في عُنُقِها من غَيْرِ كمٍ ولا جَيْبٍ، والجمعُ الاتوب. تقول: أتبتها تأتيبا فأتتبت هي، أي ألبستها الاتب فلبسته. ; ويقال: تأتب قوسه على ظهره.
أتت,أته يؤته أتا، أي غلبه بالحجة. ; ومئتة مفعلة منه.
أتل,أَتَلَ الرجلُ يَأْتِلُ أَتلاناً، إذا مشى وقاربَ خَطْوَهُ كأنّه غضبانُ، وأنشد الفرّاء [[لثروان العكلى.]] : أَرانَي لا آتيكَ إلاَّ كَأَنَّما أَسأْتُ وإلاَّ أنت غضبان تأتل [[بعده: أردت لكيما لا ترى لى عثرة ومن ذاالذى يعطى الكمال فيكمل]]
أتن,الاتان: الحمارة، ولا تقل أتانة. ; وثلاث آتن مثل عناق وأعنق، والكثير أتن وأتن. ; والمأتوناء: الاتن، مثل المعيوراء. ; واستأتن الرجل: اشترى أتانا واتخذها لنفسه. ; وقولهم: كان حماراً فاستأتن، أي صار أتانا. يضرب لرجلٍ يَهُون بعد العز. ; والأَتانُ: مَقام المستقي على فم البئر، وهو صخرةٌ أيضاً. ; والأَتانُ: الصخرة المُلَمْلَمَةْ، فإذا كانت في الماء الضحضاح قيل أتان الضحل، وتشبه بها الناقة في صلابتها وملاستها. ; وقال [[كعب بن زهير.]] : عيرانة كأتان الضحل ناجية إذا ترقص بالقور العساقيل وقال الاخطل بحرة كأتان الضحل أضمرها بعد الربالة ترحالي وتسياري وأتن الرجل أَتَناناً [[أتن الرجل يأتن أتنانا.]] : لغة في أَتَلَ أتَلاناً، إذا قاربَ الخَطْو. ; وأَتَن بالمكان: أقام به. ; والأتونُ، بالتشديد: هذا الموقد، والعامة تخففّه، والجمع الا تاتين، ويقال هو مولد.
أته,التَأتَّهُ: مُبدَلٌ من التَعَتُّهِ.
أثا,"أثا به يأثو به ويأثى أيضاً إثاوَةً وإثايَةً، أي وشى به. ; ومنه قول الشاعر: ; ذا نيرب آث [[أورده صاحب اللسان عن الجوهرى: "" ذو نيرب آث "" وقال: قال ابن برى صوابه: ; ولا أكون لكم ذا نيرب آث]]"
أثث,أَثَّ النباتُ يَئِثُّ أثاثه [[أث البنات يئث مثلثة، أثاثة وأثاثا وأثوثا.]] ، أي كَثرَ والتفَّ. ; ونبات أَثيثٌ وشَعَرٌ أثيثٌ. ; ونساء أَثائِثُ: كثيراتُ اللحم. قال رؤبة: ; ومِنْ هَوايَ الرُّجُحُ الأثائِثُ [[بعده: ; تميلها أعجازها الاواعث:]] * والأثاث: متاع البيت. قال الفراء: لا واحد له. ; وقال أبو زيد: الأثاثُ المالُ أجمعُ: الإبلُ، والغنم، والعبيدُ، والمتاعُ. الواحدة أثاثة. ; وتأثث فلان، إذا أصاب رياشا. ; وأثاثة بالضم: اسم رجل.
أثر,"الأَثْرُ: فِرِنْدُ السيفِ. قال يعقوب: لا يعرفه الأصمعيُّ إلاّ بالفتح. قال وأنشدني عيسى ابن عمر الثَقفيّ [[لخفاف بن ندبة.]] : جَلاها الصَيْقَلونَ فأَخْلَصوها * خِفافاً كُلَّهَا يَتَقي [[في المطبوعة الاولى: "" تبقى ""، تحريف. ; ويتقى مخفف من يتقى، كما في اللسان.]] بأَثْرِ - أي كلُّها يستقبلك بفِرِنْده. ; والمأثورُ: السَيفُ الذي يقال إنَّه من عمل الجنِّ. قال الأصمعي: وليس من الأثْرِ الذي هو الفرِنْد. ; والأَثْرُ أيضاً: مصدر قولك أَثَرْتُ الحديثَ، إذا ذكرْتَه عن غيرك. ; ومنه قيل: حديثٌ مأثورٌ، أي ينقلُه خَلَفٌ عن سلفٍ. قال الأعشى: إنَّ الذي فيه تَمارَيْتما * بُيِّنَ للسامع والآثر - ويروى: "" بين "". ; وفى حديث النبي صلى الله عليه وسلم أنه سمع عمر رضى الله عنه يحلف بأبيه، فنهاه عن ذلك، قال عمر: "" فما حلفت به ذاكرا ولا آثرا "" أي مخبرا عن غيرى أنه حلف به. يقول: لا أقول إن فلانا قال: وأبى لا أفعل كذا وكذا. ; وقوله ذاكرا ليس هو من الذكر بعد النسيان، إنما يعنى متكلما به، كقولك: ذكرت لفلان حديث وكذا وكذا. ; والاثر بالضم: أثر الجِراحِ يَبقى بعد البرء، وقد يثقَّل مثل عُسْرٍ وعُسُرٍ. قال الشاعر: ; بيض مفارقها باق بها الاثر [[في اللسان: ; عضب مضاربها باق بها الاثر * وهو الصحيح. ; وصدره: ; كأنهم أسيف بيض يمانية:]] * وفى الناس من يحمل هذا على الفرند والاثره أيضا: أن يسحى باطنُ خفِّ البعير بحديدةٍ لُيقْتَصَّ أثره. تقول منه: أثرت البعير فهو مأثور، وتلك الحديدة مئثرة وتؤثور أيضا على تفعول بالضم. ; وأما ميثرة السرج فغير مهموز والاثر بالكسر أيضا: خلاصة السَمْن. ; وتقول أيضاً: خرجْت في إثْرِهِ، أي في أَثَرِهِ. ; والأَثَرُ بالتحريك: ما بقي من رسْم الشئ وضربة السيف. ; وسنن النبي صلى الله عليه وسلم: آثاره. ; واستأثر فلان بالشئ، أي استبد به، والاسم الأَثَرَةُ بالتحريك. ; واسْتَأْثَرَ الله بفلان، إذا ماتَ ورُجيَ له الغفرانُ. ; وحكى ابن السكيت: رجل أثر على فعل بضم العين، إذا كان يستأثر على أصحابه، أي يختار لنفسه أفعالاً وأخلاقاً حسنةً. ; والمَأْثرَة بفتح الثاء وضمها: المكرمة، لانها تؤثر، أي تذكر ويأثرها قرن عن قرن يتحدثون بها. ; وآثرت فلانا على نفسي، من الإيثار. ; وقولهم: أَفعلُ هذا آثِراً مَّا، وآثِرَ ذي أَثيرٍ، أي أوَّلَ كلَّ شئ. قال عروة بن الورد: وقالوا ما تَشاء فقلتُ أَلْهو * إلى الإصباحِ آثِرَ ذي أَثيرِ - وفلان أثيرى، أي خلصاني. ; وشئ كثير أثير، إثباع له مثل بَثيرٌ. أبو زيد: الأَثيرَةُ من الدوابّ: العظيمة الأَثَر في الأرض بخْفِّها أو حافرها. ; وأَثارَةٌ من عِلمٍ، أي بقيّة منه. ; وكذلك الاثرة بالتحريك. ; ويقال: سمنت الابل على أثازة، أي بقية شحم كان قبل ذلك. ; والتأثير: إبقاء الاثر في الشئ."
أثف,أثفت القدر تأثيفا: لغة في ثَفَّيْتُها تَثْفِيَةً، إذا وضعتَها على الأَثافيّ. أبو زيد: تَأَثَّفَ الرجلُ المكانَ، إذا لم يبرحه. ; ويقال تَأَثَّفُوهُ، أي تَكَنَّفُوهُ. ; ومنه قول الشاعر [[وهو النابغة.]] : ; ولوتأثفك الاعداء بالرِفَدِ [[صدره: ; لا تقذ فنى بركن لاكفاء له:]] * والآثِفُ: التابعُ. ; وقد أَثَفَهُ يأثفه، مثال كسره يكسره، أي تبعه.
أثل,"الاثل [[الاثل: الغابة غيضة ذات شجر كثير على تسعة أميال من المدينة]] : شجر، وهو نوع من الطرفاء الواحدة أثلة، والجمع أثلاث. ; وفى كلام بيهس الملقب بنعامة: "" لكن بالاثلات لحم لا يظلل "" يعنى لحم إخوته القتلى. ; ومنه قيل للاصل أثلة، يقال: فللان ينحت أثلتنا، إذا قال في حسَبه قبيحاً. قال الأعشى: ألَسْتَ منتهياً عن نَحْتِ أَثْلَتِنا ولست ضائِرَها ما أَطَّتِ الإِبلُ والتَأثيلُ: التأصيلُ، يقال: مجدٌ مُؤَثَّلٌ وأَثيلٌ. قال امرؤ القيس: ولَكِنمّا أسعى لمجدٍ مُؤّثّلٍ وقد يُدْرِكُ المجدَ المُؤَثَلَ أَمْثالي ومال مؤثل. ; والتَأَثُّلُ: اتِّخاذُ أصلِ مالٍ، وفي الحديث في وضى اليتيم: "" إنه يَأكل من ماله غير مُتَأَثِّلٍ مالا [[أي غير جامع ما لا.]] "". ; والاثال بالفتح: المجد. ; وأثال بالضم: اسم جبل، ومنه سمى الرجل أثالا. ; وربما قالوا: تَأَثَلْتُ بئراً، أي حفرتُها. قال أبو ذويب: وقد أرسلوا فراطهم فتأثلوا قليبا سفاها [[قوله سفاها، السفا: التراب، والهإ للقليب]] كالا مإ القواعد"
