word,definition
قَبِيحٌ، قَبِيحَةٌ,"جمع: قِبَاحٌ، قَبَائِحُ. [ق ب ح]. ""مَنْظَرٌ قَبِيحٌ"" : بَشِعٌ، شَنِيعٌ. ""اِمْرَأَةٌ قَبِيحَةُ الْمَنْظَرِ"" ""عَمَلٌ قَبِيحٌ""."
قَحْبٌ، قَحْبَةٌ,"جمع: قِحَابٌ. [ق ح ب]. (مصدر قَحَبَ). ; 1.""شَيْخٌ قَحْبٌ"" : مُسِنٌّ يَأْخُذُهُ السُّعَالُ. ""عَجُوزٌ قَحْبَةٌ"". ; 2.""اِمْرَأَةٌ قَحْبَةٌ"" : فَاسِدَةُ الْجَوْفِ مِنْ دَاءٍ، أَوْ بَغِيٌّ، لأَنَّهَا كَانَتْ فِي الْجَاهِلِيَّةِ تُؤذِنُ طُلاّبَهَا بِقُحَابِهَا، أَيْ بِسُعَالِهَا."
قِدَّةٌ,"جمع: قِدَدٌ. [ق د د]. ; 1.""قِدَّةُ لَحْمٍ"" : قِطْعَةٌ مَقْدُودَةٌ مِنْهُ.الجن آية 11كُنَّا طَرَائِقَ قِدَدًا ( قرآن) : أَيْ فِرَقاً مِنَ النَّاسِ تَخْتَلِفُ آرَاؤُهُمْ. ; 3.""قِدَّةُ الْبِنَاءِ"" : خَشَبَةٌ عَلَى شَكْلِ مِسْطَرَةٍ طَوِيلَةٍ يَخْتَبِرُ بِهَا الْبَنَّاءُ اسْتِوَاءَ الْبِنَاءِ وَطُولِهِ."
قِرْبَةٌ,"جمع: قِرَبٌ، قِرْبَاتٌ، قِرَبَاتٌ. [ق ر ب]. ""قِرْبَةُ الْمَاءِ"" : وِعَاءٌ مِنْ جِلْدٍ يُوضَعُ فِيهِ الْمَاءُ وَنَحْوُهُ. ""فِي القِرْبَةِ لَبَنٌ""."
قُرَادٌ، قُرَادَةٌ,جمع: قِرْدَانٌ. (حيوان). : دُوَيِبَّةٌ مُتَطَفِّلَةٌ ذَاتُ أَرْجُلٍ كَثِيرَةٍ تَتَعَلَّقُ بِالدَّوابِّ والطُّيورِ.
قِسْمَةٌ,"جمع: قِسَمٌ. [ق س م]. ; 1.""نَالَ قِسْمَتَهُ"" : نَصِيبَهُ، حِصَّتَهُ. ""كُلُّ شَيْءٍ قِسْمَةٌ وَنَصِيبٌ"" ""أَخَذَ كُلُّ شَرِيكٍ قِسْمَتَهُ"" ""قِسْمَةُ الْمَالِ"" ""قِسْمَةُ الْمِيرَاثِ"". ; 2.""الْقِسْمَةُ فِي الْحِسَابِ"" : قِسْمَةُ عَدَدٍ عَلَى آخَرَ، تَجْزِئَةُ الأَوَّلِ أَجْزَاءً بِقَدْرِ الْعَدَدِ الثَّانِي. وَيُسَمَّى الأَوَّلُ: الْمَقْسُومَ، وَالآخَرُ: الْمَقْسُومَ عَلَيْهِ، وَالنَّاتِجُ: خَارِجَ الْقِسْمَةِ."
قَسِيٌّ، قَسِيَّةٌ,"جمع: قِسْيَانٌ. [ق س و]. ; 1.""كَانَ قَسِيّاً فِي مُعَامَلَتِهِ"" : قَاسِياً، صَلْباً، مُتَشَدِّداً. ; 2."" يَوْمٌ قَسِيٌّ"" : شَدِيدُ البَرْدِ أَوْ شَدِيدُ الْحَرِّ. ; 3.""عَشِيَّةٌ قَسِيَّةٌ"" : بَارِدَةٌ."
قَصِيرٌ، قَصِيرَةٌ,"جمع: قِصَارٌ.[ق ص ر]. (صِيغَةُ فَعِيل). ; 1.""اِرْتَدَتْ لِبَاساً قَصِيراً"" : غَيْرَ طَوِيلٍ. ; 2.""رَجُلٌ قَصِيرُ الْقَامَةِ"": ذُو قِصَرٍ. ; 3.""أَنْجَزَ عَمَلَهُ فِي وَقْتٍ قَصِيرٍ"" : فِي وَقْتٍ قَلِيلٍ. ""مُنْذُ زَمنٍ قَصِيرٍ"". ; 4.""قَصِيرُ الأَجَلِ"" : أَجَلُهُ مَحْدُودٌ. ; 5.""نَطَقَ بِجُمَلٍ مُتَقَطِّعَةٍ قِصَارٍ"" : قَلِيلَةٍ، مَحْدُودَةٍ. ; 6.""قَصِيرُ الْيَدِ"" : عَاجِزٌ عَنِ الْقِيَامِ بِعَمَلٍ، ضَعِيفُ الْحَالِ. ; 7.""قَصِيرُ النَّظَرِ"" : ضَعِيفُ النَّظَرِ."
قِصَّةٌ,"جمع: قِصَصٌ. [ق ص ص]. ; 1. : حَدَثٌ إِخْبَارِيٌّ يُرْوَى وَيُحْكَى. ; 2.""قِصَّةٌ أَدَبِيَّةٌ"" : حِكَايَةٌ أَدَبِيَّةٌ تُكْتَبُ حَسَبَ قَوَاعِدَ فَنِّيَّةٍ يَفْرِضُهَا الْعَمَلُ الأَدَبِيُّ، وَهِيَ أَنْوَاعٌ : ""قِصَّةٌ غَرَامِيَّةٌ"" ""قِصَّةٌ تَارِيخِيَّةٌ"" ""قِصَّةٌ بُولِيسِيَّةٌ"" ""قِصَّةٌ اِجْتِمَاعِيَّةٌ""... ""قِصَّةٌ قَصِيرَةٌ"" ""قِصَّةٌ طَوِيلَةٌ"" ""قِصَّةُ يُوسُفَ مِنَ الْقِصَصِ الْقُرْآنِيَّةِ""."
قَصْعَةٌ,"جمع: قِصَعٌ، قِصَاعٌ، قَصَعَاتٌ. ""قَصْعَةُ كُسْكُسٍ"" : الصَّحْفَةُ، إِنَاءٌ مِنْ فَخَّارٍ كَبِيرٍ."
قَطْرٌ,"جمع: قِطَارٌ. [ق ط ر]. (مصدر قَطَرَ). ; 1.""نَزَلَ الْقَطْرُ"" : الْمَطَرُ. ; 2.""هَذَا قَطْرٌ لاَ عَسَلٌ"" : سُكَّرٌ يُذَابُ بِالْمَاءِ الْمُغَلَّى وَيُتْرَكُ عَلَى النَّارِ حَتَّى يَنْعَقِدَ، يُشْبِهُ الْعَسَلَ."
قِطْفٌ,"جمع: قِطَافٌ، قُطُوفٌ. [ق ط ف]. ; 1.""رَاكَمَ القِطْفَ"" : الثِّمَارَ الْمَقْطُوفَةَ. ; 2.""قِطْفُ الْعِنَبِ"" : عُنْقُودُ الْعِنَبِ سَاعَةَ قَطْفِهِ."
قِطْعَةٌ,"جمع: قِطَعٌ. [ق ط ع]. ; 1.""تَنَاوَلَ قِطْعَةً مِنَ الْحَلْوَى"" : جُزْءاً، حِصَّةً. ; 2.""اِشْتَرَى قِطْعَةَ أَرْضٍ"" : الْجُزْءَ مِنَ الأَرْضِ. ; ""قِطْعَةُ ثَوْبٍ"". ; 3.""سَلَّمَهُ قِطْعَةً"" : دِرْهَماً مِنْ مَعْدِنٍ وَنَحْوِهِ. ; 4.""شَرَحَ قِطْعَةً شِعْرِيَّةً"" : عَدَداً مِنَ الأَبْيَاتِ. ; 5.""اِسْتَمَعَ إِلَى قِطْعَةٍ مُوسِيقِيَّةٍ"" : إِلَى مَعْزُوفَةٍ مُوسِيقِيَّةٍ."
قَفْرٌ,"جمع: قِفَارٌ.[ق ف ر]. ""أَرْضٌ قَفْرٌ"" : أَرْضٌ خَلاءٌ، لَيْسَ بِهَا زَرْعٌ وَلاَ مَاءٌ وَلاَ بَشَرٌ."
قِلْعٌ,"جمع: قِلاَعٌ، قُلُوعٌ. ""قِلْعُ السَّفِينَةِ"" : شِرَاعُهَا."
قَلْعَةٌ,"جمع: قِلاَعٌ، قُلُوعٌ. [ق ل ع]. ; 1.""اِحْتَمَوْا بِالقَلْعَةِ"": الْحِصْنُ الْمُمْتَنِعُ. ; 2.""القَلْعَةُ الطَّائِرَةُ"" (عسك) : طَائِرَةٌ ضَخْمَةٌ مُقَاتِلَةٌ تُسْتَخْدَمُ لِضَرْبِ مَوَاقِعِ العَدُوِّ بِالقَنَابِلِ."
قِمَّةٌ,"جمع: قِمَمٌ. [ق م م]. ; 1.""صَعِدَ قِمَّةَ الْجَبَلِ"" : ذِرْوَتَهُ. ; 2.""قِمَّةُ الرَّأْسِ"" : أَعلاَهُ. ; 3.""بَلَغَ قِمَّةَ الْمَجْدِ"" : أَوْجَ... ; 4.""مُؤْتَمَرُ القِمَّةِ"" : مُؤْتَمَرُ القَادَةِ وَالْمُلُوكِ."
قَوِيمٌ,"جمع: قِيَامٌ. [ق و م]. (صِيغَةُ فَعِيل). ; 1.""شَابٌّ قَوِيمٌ"": رَشِيقُ القَامَةِ. ; 2.""يَسِيرُ فِي طَرِيقٍ قَوِيمٍ"" : فِي طَرِيقٍ مُسْتَقِيمٍ."
قِيمَةٌ,"جمع: قِيَمٌ. [ق و م]. (النَّوْعُ مِنْ قَامَ). ; 1.""لِلْعَمَلِ قِيمَةٌ لاَ تُقَدَّرُ"" : شَأْنٌ رَفِيعٌ، مَكَانَةٌ مُهِمَّةٌ. ""قِيمَةُ كُلِّ امْرِئٍ مَا يُحْسِنُ"". (علي بن أبي طالب) ""لاَ قِيمَةَ لَهُ"". ; 2.""إِنْتَاجٌ ذُو قِيمَةٍ"" : ثَمِينٌ."
قَاعٌ,"جمع: قِيعَانٌ.[ق و ع].""غَاصَتِ الْغَوَّاصَةُ فِي قَاعِ الْبَحْرِ"" : فِي عُمْقِهِ، فِي قَعْرِهِ."
كَبْوَةٌ,"جمع: كَبَوَاتٌ. [ك ب و]. (المَرَّةُ مِنْ كَبَا). ; 1.""كَانَتْ كَبْوَتُهُ مُؤْلِمَةً"" : عَثْرَتُهُ، سَقْطَتُهُ. ; 2.""كَبْوَةُ قَلَمٍ"" : زَلَّةُ قَلَمٍ. ""لِكُلِّ جَوَادٍ كَبْوَةٌ"" (مثل)."
كَبُّودٌ,"جمع: كَبُّودَاتٌ. [ك ب د]. ""جَاءَ الْحَارِسُ مُرْتَدِياً كَبُّوداً فِي لَيْلَةٍ مِنْ لَيَالِي الشِّتَاءِ"" : مِعْطَفٌ لَهُ قَلَنْسُوَةٌ تُغَطِّي الرَّأْسَ، يَلْبَسُهُ الْجُنُودُ أَوِ الْحُرَّاسُ فِي فَصْلِ الشِّتَاءِ، كَمَا يُمْكِنُ أَنْ يُطْلَقَ عَلَى مَا يُشْبِهُ السُّتْرَةَ إِذَا كَانَتْ لَهَا قَلَنْسُوَة وَهُوَ خَاصٌّ بِالأَطْفَالِ وَالشُّبَّانِ فِي فَصْلِ الشِّتَاءِ."
كُتَّابٌ,"جمع: كَتَاتِيبُ. [ك ت ب]. ""يَتَعَلَّمُ فِي الكُتَّابِ"" : مَوْضِعُ التَّعْلِيمِ الأَوَّلِيِّ، وَيُطْلَقُ خَاصَّةً عَلَى مَدَارِسِ تَعْلِيمِ القُرْآنِ وَتَحْفِيظِهِ."
كَتْكُوتٌ,جمع: كَتَاكِيتُ. [ك ت ك ت]. : فَرْخُ الدَّجَاجِ، سُمِّيَ بِذَلِكَ لِكَثْرَةِ صِيَاحِهِ فِي سُرْعَةٍ.
كَتِيبَةٌ,"جمع: كَتَائِبُ. [ك ت ب]. ""كَتِيبَةٌ مِنَ الْجَيْشِ"" : فِرْقَةٌ مِنَ الْجَيْشِ."
كَحِيلٌ، كَحِيلَةٌ,"جمع: كَحْلٌ، كَحَائِلُ. [ك ح ل]. (صِيغَةُ فَعِيل). ""عَيْنٌ كَحِيلٌ"" : مَكْحُولَةٌ بِالكُحْلِ. ""عَيْنٌ كَحِيلَةٌ""."
كُرْبَاجٌ,"جمع: كَرَابِيجُ. ""سَاطَهُ بِالكُرْبَاجِ"" : بِالسَّوْطِ الَّذِي يُضْرَبُ بِهِ."
كَرْدِينَال,جمع: كَرَادِلَةٌ.: أَحَدُ أَحْبَارِ الكَنِيسَةِ الكَاثُولِيكِيَّةِ، الَّذِينَ يُؤَلِّفُونَ الجَمْعَ الْمُقَدَّسَ، وَبَعْدَ مَوْتِ البَابَا يَجْتَمِعُونَ لانْتِخَابِ البَابَا الجَدِيدِ .
كُرَّاسٌ، كُرَّاسَةٌ,"جمع: كَرَارِيسُ، كُرَّاسَاتٌ. ; 1.""يُسَجِّلُ أَفْكَارَهُ فِي كُرَّاسٍ"" : فِي دَفْتَرٍ، أَيْ فِي مَجْمُوِع أَوْرَاقٍ. ; 2.""كُرَّاسَةٌ مِنْ كِتَابٍ"" : الجُزْءُ مِنَ الكِتَابِ، مَلْزَمَةٌ، فَصْلَةٌ، مُسْتَلَّةٌ."
كُرْسِيٌّ,"جمع: كَرَاسِيُّ. ; 1.""جَلَسَ عَلَى الكُرْسِيِّ"" : مَا يُقْعَدُ عَلَيْهِ. ; 2.""اِسْتَلْقَى عَلَى الكُرْسِيِّ"" : السَّرِيرُ. ; 3.""تَرَبَّعَ عَلَى كُرْسِيِّ الْمُلْكِ"" : عَلَى العَرْشِ. ; 4.""كُرْسِيُّ الأُسْقُفِ"" : مَرْكَزُ إِقَامَتِهِ. ; 5.""الكُرْسِيُّ الرَّسُولِيُّ"" : مَرْكَزُ أَعْمَالِ البَابَا. ; 6.""آيَةُ الكُرْسِيِّ"" : الآيَةُ 255 مِنْ سُورَةِ البَقَرَةِ."
كُرْكِيٌّ,جمع: كَرَاكِيٌّ. (حيوان). : طَائِرٌ مِنْ طَوِيلاَتِ السَّاقِ، مِنَ الطُّيُورِ الْمَائِيَّةِ وَهُوَ كَبِيرٌ أَغْبَرُ، لَهُ عُنُقٌ طَوِيلٌ، أَبْتَرُ الذَّنَبِ، قَلِيلُ اللَّحْمِ.
كَرْكُوزٌ,جمع: كَرَاكِيزُ. : الدُّمَى الْمُتَحَرِّكَةُ الَّتِي تُسْتَخْدَمُ فِي التَّمْثِيلِ وَالْمَشَاهِدِ الْمَسْرَحِيَّةِ الخَاصَّةِ بالأطْفَالِ.
كَرَوَانٌ، كَرَوَانَةٌ,جمع: كَرَاوِينُ. [ك ر و]. (حيوان).: طَائِرٌ مِنْ ; فَصِيلَةِ الدَّجَاجِيَّاتِ، مِنْ رُتْبَةِ طَوِيلاَتِ السَّاقِ، أَغْبَرُ اللَّوْنِ، لَهُ مِنْقَارٌ مُقَوَّسٌ نَحْوَ ; الأَسْفَلِ، جَمِيلُ الصَّوْتِ، مُهَاجِرٌ، يَعِيشُ قُرْبَ الأَنْهُرِ وَالشَّوَاطِئِ.
كَرِيهَةٌ,"جمع: كَرَائِه. [ك ر هـ]. ; 1.""يَوْمُ الكَرِيهَةِ"" : يَوْمُ الْحَرْبِ وَالْمُصِيبَةِ. ; 2.""ذُو الكَرِيهَةِ"" : السَّيْفُ الْمَاضِي."
كَسْلاَنُ، كَسْلاَنُة,"جمع: كَسَالَى. ""وَلَدٌ كَسْلاَنُ"" : مُتَقَاعِسٌ عَنْ أَدَاءِ عَمَلِهِ وَوَاجِبِهِ."
كَسْرَةٌ,"جمع: كَسَرَاتٌ. [ك س ر]. (المَرَّةُ مِنَ كَسَرَ). ; 1.""أُصِيبَ الجَيْشُ بِكَسْرَةٍ"" : بِهَزِيمَةٍ. ; 2.""بِعَيْنِ الوَلَدِ كَسْرَةٌ مِنَ السَّهَرِ"" : اِنْكِسَارٌ وَغَلَبَةُ نُعَاسٍ. ; 3.""رَجُلٌ ذُو كَسَرَاتٍ"" : يُغْبَنُ فِي كُلِّ شَيْءٍ. ; 4.""حَرَكَةُ الكَسْرَةِ"" : حَرَكَةٌ تُوضَعُ تَحْتَ الْحَرْفِ وَعَلاَمَتُهَا تُكْتَبُ هَكَذَا (ـِ). ; 5.""كَسْرَةُ البَيْتِ"" : زَاوِيَتُهُ، رُكْنُهُ."
كَسِيرٌ,"جمع: كَسْرَى، كَسَارَى. [ك س ر]. (صِيغَةُ فَعِيل). ""طَائِرٌ كَسِيرُ الجَنَاحِ"" : مَكْسُورُ الجَنَاحِ."
كُشْتُبَانٌ,جمع: كَشَاتِبِينُ. : قِمَعُ الخَيَّاطِ يُغَطِّي بِهِ طَرَفَ أُصْبُعِهِ لِيَقِيَهُ وَخْزَ الإِبْرَةِ.
كَشْكُولٌ,"جمع: كَشَاكِيلُ. ""كَشْكُولُ الْمُتَسَوِّلِ"" : وِعَاءٌ يَجْمَعُ فِيهِ مَا يُتَصَدَّقُ بِهِ عَلَيْهِ."
كَشَّافٌ,"جمع: كَشَّافَةٌ. [ك ش ف]. ; 1.""شَيْخٌ كَشَّافٌ"" : كَثِيرُ الكَشْفِ. ; 2.""وَلَدٌ كَشَّافٌ"" : الْمُنْضَوِي تَحْتَ لِوَاءِ الكَشْفِيَّةِ. ; 3.""كَشَّافُ السَّيَّارَةِ"" : مِصْبَاحٌ قَوِيُّ الضَّوْءِ فِي مُقَدِّمَةِ السَّيَّارَةِ. جمع: كَشَّافَاتٌ."
كِظَامَةٌ,"جمع: كَظَائِمُ ; 1. : قَنَاةٌ لِمَجْرَى الْمَاءِ وَغَيْرِهِ فِي بَاطِنِ الأَرْضِ. ; 2.""تَرْبِطُ بَيْنَ البِئْرَيْنِ كِظَامَةٌ"" : مَجْرىً مَائِيٌّ."
كَظِيمَةٌ,جمع: كَظَائِمُ. [ك ظ م]. ; 1. : بِئْرٌ مُتَّصِلَةٌ بِبِئْرٍ ; أُخْرَى وَبَيْنَهُمَا مَجْرىً فِي بَاطِنِ الأَرْضِ. ; 2.: وِعَاءٌ يُوضَعُ فِيهِ الزَّادُ. ; 3. : يُمْكِنُ أَنْ تُطْلَقَ هَذِهِ الكَلِمَةُ عَلَى التُّرْمُسِ، أَيِ الوِعَاءُ العَازِلُ الَّذِي تُحْفَظُ فِيهِ السَّوَائِلُ لِلإِبْقَاءِ عَلَى حَرَارَتِهَا أَوْ بُرُودَتِهَا.
كَافٌّ,"جمع: كَفَفَةٌ. [ك ف ف]. (فاعل من كَفَّ). ""وَلَدٌ كَافٌّ"" : كَفَّ نَفْسَهُ عَنِ الشَّيْءِ."
كَلِمَةٌ، (كِلْمَةٌ، كَلْمَةٌ),"جمع: كَلِمٌ، كَلِمَاتٌ. [ك ل م].: اللَّفْظَةُ، أَيْ مَجْمُوعَةٌ مِنَ الأَحْرُفِ الهِجَائِيَّةِ مُرَكَّبَةٌ تُفِيدُ مَعْنىً، وَهِيَ: ; 1. اِسْمٌ يَدُلُّ عَلَى مَوْصُوفٍ: ""رَجُلٌ، أَسَدٌ""، أَوْ صِفَةٌ: ""أَحْمَرُ، مُفِيدٌ"". ; 2. فِعْلٌ يَدُلُّ عَلَى حَالَةٍ أَوْ حَدَثٍ: كَتَبْتُ، أَكْتُبُ، اُكْتُبْ. ; 3.""حَرْفٌ"" : هُوَ مَا يَدُلُّ مَعْنَاهُ بِإِضَافَتِهِ إِلَى الفِعْلِ أَوِالاسْمِ: لاَ، هَلْ، لَمْ. ; 4.""شُجَاعٌ بِالْمَعْنَىالصَّحِيحِ لِهَذِهِ الكَلِمَةِ"" : أَيْ بِكُلِّ مَاتَحْمِلُهُ هَذِهِ اللَّفْظَةُ مِنْ مَعْنىً.5.""كَلِمَةُ اللَّهِ"" : حُكْمُهُ وَإِرَادَتُهُ.التوبة آية 40 وَكَلِمَةُ اللَّهِ هِيَ العُلْيَا (قرآن). ; 6.""يُطَالِبُونَ بِأَنْ يَكُونَ الشَّعْبُ هُوَ صَاحِبُ الكَلِمَةِ"" : أَي مَصْدَرُ القَرَارِ... ; 7.""لَهُ الكَلِمَةُ الأَخِيرَةُ"" : لَهُ القَوْلُ الفَصْلُ. ; 8.""كَلِمَةُ السِّرِّ"" : الرَّمْزُ الْمُتَّفَقُ عَلَيْهِ فِي ثَكَنَةٍ عَسْكَرِيَّةٍ مِنْ أَجْلِ السَّمَاحِ بِدُخُولِهَا، أَيْ فِي أَمْرٍ مَّا. ; 9.""كَلِمَةُ الشَّرَفِ"": الوَعْدُ، العَهْدُ الَّذِي يُحْتَرَمُ وَيَفِي بِهِ صَاحِبُهُ. 10.""أَلْقَى كَلِمَةً فِي الْجَمْعِ العَامِّ"" : خُطْبَةً، خِطَاباً، حَدِيثاً، رِسَالَةً أَوْ مَقَالَةً. 11.""جَمَعَ كَلِمَتَهُمْ لِمُوَاجَهَةِ أَعْدَاءِ الأُمَّةِ"" : وَحَّدَ آرَاءهُمْ وَصُفُوفَهُمْ."
كَلِيمٌ,"جمع: كَلْمَى. [ك ل م]. (صِيغَةُ فَعِيل) ; 1.""وَجَدَهُ كَلِيماً"" : جَرِيحاً مَكْلُوماً. ""تَنَهَّدَ مِنْ قَلْبٍ كَلِيمٍ"". ; 2.""هُوَ كَلِيمِي"" جمع: كُلَمَاءُ : الَّذِي يُكَلِّمُنِي. ; 3.""كَلِيمُ اللَّهِ"" : لَقَبُ النَّبِيِّ مُوسَى لأَنَّهُ كَلَّمَ اللَّهَ."
كُلاَّبٌ، كُلاَّبَةٌ,"جمع: كَلاَلِيبُ. [ك ل ب]. ; 1. : المِهْمَازُ، حَدِيدَةٌ الَّتِي عَلَىخُفِّ رَائِضِ الخَيْلِ أَوْ رَاكِبِهَا، يُهْمَزُ بِهَا جَنْبَا الفَرَسِ. ; 2. : حَدِيدَةٌ مُعَوَّجَةُ الرَّأْسِ يُنْتَشَلُ بِهَا الشَّيْءُ أَوْ يُعَلَّقُ. ; 3.""كُلاَّبَةُ الأَسْنَانِ"" : أَدَاةٌ تُخْلَعُ بِهَا الأَسْنَانُ. ; 4.""كَلاَلِيبُ البَازِيِّ"" : مَخَالِبُهُ. ; 5.""كَلاَلِيبُ الشَّجَرِ"" : شَوْكُهُ. ; 6.""كَلاَلِيبُ النَّجَّارِ"" : آلاَتٌ تُقْلَعُ بِهَا الْمَسَامِيرُ وَغَيْرُهَا، وَهِيَ أَنْوَاعٌ."
كِمَامٌ، كِمَامَةٌ,"جمع: كَمَائِمُ، كَمَامَاتٌ. [ك م م]. ; 1.""يَضَعُ الكِمَامَ فِي فَمِ الكَلْبِ"" : مَا يُكَمُّ بِهِ فَمُ الكَلْبِ أَوْ غَيْرِهِ مِنَ الْحَيَوَانِ لِئَلاَّ يَعَضَّ أَوْ يَأْكُلَ. ; 2.""كِمَامَةُ العَامِلِ"" : مَا يَضَعُهُ العَامِلُ أَوِ الجُنْدِيُّ عَلَى وَجْهِهِ اتِّقَاءَ الغَازَاتِ السَّامَّةِ. ; 3.""كِمَامَةُ الزَّهْرَةِ"" : غِطَاؤُهَا، غِلاَفُهَا."
كَمْءٌ,جمع: كَمْأَةٌ، أَكْمُؤٌ. [ك م أ]. (نبات). : نَبَاتٌ مِنْ فَصِيلَةِ الكَمْئِيَّاتِ، يُشْبِهُ البَطَاطَا إِلاَّ أَنَّهُ رَخْوٌ، يُؤْكَلُ نَيِّئاً وَمَطْبُوخاً. (الكَمْأَةُ اسْمٌ لِلْجَمْعِ أَو هِيَ لِلْوَاحِدِ، والكَمْءُ لِلْجَمْعِ أَوْ هِيَ تَكُونُ وَاحِدَةً وجَمْعاً).
كُنْدُرٌ,"جمع: كَنَادِرَةٌ. ""رَجُلٌ كُنْدُرٌ"" : غَلِيظٌ وَقَصِيرٌ مَعَ شِدَّةٍ. ""فِتْيَانٌ كَنَادِرَةٌ""."
كَنِيسَةٌ,جمع: كَنَائِسُ. ; 1. : مَحَلُّ العِبَادَةِ عِنْدَ الْمَسِيحِيِّينَ. ; 2. : بِيعَةٌ، مَعْبَدُ اليَهُودِ.
كَنَّةٌ,جمع: كَنَائِنُ. [ك ن ن]. ; 1. : اِمْرَأَةُ الابْنِ. ; 2.: اِمْرَأَةُ الأَخِ.
كِنَانَةٌ,"جمع: كَنَائِنُ. [ك ن ن]. ; 1. : جَعْبَةٌ مِنَ الجِلْدِ أَوِ الخَشَبِ تُجْعَلُ فِيهَا السِّهَامُ. ; 2.""أَرْضُ الكِنَانَةِ"" : يُقْصَدُ بِهَا أَرْضُ مِصْرَ مَجَازاً."
كَاهِنٌ، كَاهِنَةٌ,"جمع: كَهَنَةٌ، كُهَّانٌ، كَاهِنَاتٌ. [ك هـ ن]. (فاعل من كَهَنَ). ; 1.""رَجُلٌ كَاهِنٌ"" : مَنْ يَدَّعِي مَعْرِفَةَ الأَسْرَارِ وَأَحْوَالَ الغَيْبِ. ; 2.""اِرْتَقَى إِلَى دَرَجَةِ الكَاهِنِ"" : رُتْبَةٌ كَهَنُوِتِيَّةٌ عِنْدَ الْمَسِيحِيِّينَ. ; 3.""قَدَّمَ الكَاهِنُ القُرْبَانَ"" : مَنْ يُقَدِّمُ الذَّبَائِحَ وَالقَرَابِينَ عِنْدَ اليَهُودِ وَالوَثَنِيِّينَ."
كَابُوسٌ,"جمع: كَوَابِيسُ. [ك ب س]. ; 1.""عَرَاهُ كَابُوسٌ وَهُوَ مُسْتَغْرِقٌ فِي نَوْمِهِ"" : أَيْ مَا يَسْتَوْلِي عَلَى الإِنْسَانِ فِي نَوْمِهِ وَيُفْقِدُهُ القُدْرَةَ عَلَى الْحَرَكَةِ، وَيُطْلَقُ عَلَيْهِ أَيْضاً جَاثُومٌ. ; 2.""مَا هَذَا الكَابُوسُ"" : مَا هَذَا الْجَوُّ الْخَانِقُ ""بَدَتْ لَهُ الأيَّامُ الْمَاضِيَةُ مُجَرَّدَ كَابُوسٍ اِنْتَهَى"". (غسان كنفاني)."
كَارِثَةٌ,"جمع: كَوَارِثُ. [ك ر ث]. ""أَحْدَثَ الزِّلْزَالُ خَرَاباً، إِنَّهَا كَارِثَةٌ"" : مُصِيبَةٌ، آفَةٌ، نَكْبَةٌ. ""يَعْرِفُ العَالَمُ مِنْ حِينٍ لآخَرَ كَوَارِثَ طَبِيعِيَّةً""."
كَاسِبٌ، كَاسِبَةٌ,"جمع: كَوَاسِبُ. [ك س ب]. (فاعل من كَسَبَ). ; 1.""كَاسِبٌ لِمَعَاشِهِ"" : مُحَصِّلٌ، مُوَفِّرٌ. ; 2.""كَوَاسِبُ الإِنْسَانِ أَوِ الطَّيْرِ"" : جَوَارِحُهُ."
كَاسِحٌ، كَاسِحَةٌ,"جمع: كَوَاسِحُ. [ك س ح]. (فاعل من كَسَحَ). ; 1.""سَيْلٌ كَاسِحٌ"" : السَّيْلُ الَّذِي يَأْخُذُ مَعَهُ كُلَّ شَيْءٍ. ; 2.""كَاسِحَةُ أَلْغَامٍ"" : سَفِينَةٌ مُجَهَّزَةٌ بِآلاَتٍ إِلِيكِتُرُونِيَّةٍ لَهَا أَدَوَاتٌ تُقْطَعُ بِهَا خُيُوطُ الأَلْغَامِ الْمُنْتَشِرَةِ تَحْتَ مِيَاهِ البِحَارِ، وَلَهَا قُدْرَةٌ عَلَى تَفْجِيرِهَا وَإِبْطَالِ مَفْعُولِهَا. ; 3.""كَاسِحَةُ الْجَلِيدِ"" : آلَةٌ مُصَفَّحَةٌ تَكْنُسُ الجَلِيدَ."
كَاعِبٌ,"جمع: كَوَاعِبُ. [ك ع ب]. (فاعل من كَعَبَ). ""جَارِيَةٌ كَاعِبٌ"" : جَارِيَةٌ نَاهِدَةُ الثَّدْيِ، أَيْ أَشْرَفَ ثَدْيَاهَا وَنَهَدَا.النبأ 32 إِنَّ لِلْمُتَّقِينَ مَفَازاً حَدَائِقَ وَأَعْنَاباً وَكَوَاعِبَ أَتْرَاباً ( قرآن)."
كَاغِدٌ,جمع: كَوَاغِدُ. : القِرْطَاسُ، أَيِ الوَرَقُ الصَّالِحُ لِلْكِتَابَةِ أَوِ اللَّفِّ.
كَافُورٌ,جمع: كَوَافِرُ. ; 1.: شَجَرَةٌ مِنْ فَصِيلَةِ الغَارِيَّاتِ، أَوْرَاقُهَا دَائِمَةٌ، ذَاتُ أَزْهَارٍ بِيضٍ تُشْبِهُ زَهْرَ الأُقْحُوَانِ، يُسْتَخْرَجُ مِنْهَا الكَافُورُ. ; 2. : مَادَّةٌ بِلَّوْرِيَّةٌ بَيْضَاءُ عِطْرِيَّةٌ تُسْتَخْرَجُ مِنْ شَجَرَةِ الكَافُورِ، تُسْتَعْمَلُ فِي الطِّبِّ.
