word,definition
أثل,أَثَّلَ يُؤَثِّلُ تأْثِيلا :- فلان: كثر ماله.- المالَ: نمَّاه.- المجدَ: بناه وأصَّله؛ يؤثل الشباب العامل مجْدًا لبلاده.
أثم,أَثَّمَ يُؤَثِّمُ تَأْثِيمًا :- ـه: عزا إليه ارتكاب الذنب، أي الإثم؛ لا تؤَثِّمْهُ وهو بريءٌ.
أثخن,أَثْخَنَ يُثْخِنُ إثْخَانًا :- الأمر فلانًا: تكاثر عليه وغلبه؛ أثخنه المرض/ أثخنته الجراح. - الشيءَ معرفةً: علمه حق العلم. - في الأمر: بالغ فيه؛ أثخن في العدوّ، أي بالغ في قتاله. - في الأرض: بالغ قي قتل الأعداء مَا كَانَ لِنَبِيٍّ أَنْ يَكُونَ لَهُ أَسْرَى حَتَّى يُثْخِنَ فِي الأرْض.
آثر,آثَرَ يُؤثِرُ إيثَاراً : اختار وفضلَيُؤْثِرُونَ عَلَى أَنْفُسِهِمْ وَلَوْ كَانَ بِهِمْ خَصَاصَةٌ- ـه: أكرمه؛ آثرني بماله.
أثر,أَثَرٌ : علامة؛ بقي أثر الجرح ظاهرًا بعد التئامه.- الشيءِ: البقية منه؛ لم يبق من المدينة القديمة أثر يدل عليها/ صار أثرًا بعد عيْن، أي لم يبق منه غير بقية ضئيلة تدلّ عليه/ ترك أثرًا في نفسه/ أعمق الأثر/ أبعد الأثر/ على الأثَرِ، أي حالاً/ في أثره، أي في عقبه ج آثار.
أثر,أَثَرَ يَأْثُرُ أَثْرًا وأَثَارَةً :- ـه: تبع أثره.- الحديثَ: نقله ورواه؛ لم يُؤْثَرْ عنه مثل هذا القول.
أثر,أَثِرَ يَأْثَرُ أَثَرًا وأَثَرَةً وأُثْرَة :- عليه: فضَّل نفسه عليه بالنصيب.- أن يفعل كذا: فضَّل.- به: حذقه ومرن عليه؛ أَثِرَ فلان بحفر الخشب والنحاس.
أثرد,أَثْرَدَ يُثْرِدُ إثْرادًا :- الخبزَ: فتَّه ثم بلَّهُ بالمرق؛ أَثردت الأمُّ الخبزَ لأولادها.
أثرم,أَثْرَمَ يُثْرِمُ إثْرامًا :- ـه: كسر سنَّه من أصلها.
أثرى,أَثْرَى يُثْرِي أَثْر إثْراء [ثرو]: كثر ماله وصار غنيًّا.-: أَغنَى؛ يُثري الكاتب كتابه بمعلوماته القيِّمة.
أثغر,أَثْغَرَ يُثْغِرُ إثْغارًا :- الصبيُّ: سقطت أسنانه الرواضع.- الصبيُّ: نبتت أسنانه.
أثغم,أَثْغَمَ يُثْغِمُ إثْغامًا :- الوادي: أنبت الثَّغَامَ وهو شجر أبيض الزهر واحدته ثَغَامَة.- الرأس: شاب وصار أبيض كالثغامة.
أثغى,أَثْغَى يُثْغِي أَثْغِ إثغاء [ثغو]:- الشاةَ: حملها على الثُّغاء وهو صوت الشاة.- ـه: أعطاه شاةً تثغو؛ أَتيتُه فما أثغى ولا أرغى، أي لم يعطني شاة ولا ناقة، أي لم يعطني شيئًا.
أثفل,أَثْفَلَ يُثْفِلُ إثْفالا :- الشراب: صار فيه ثُفْل، وهو ما يستقر قى أسفل الإناء أو الكأس من كدرة.
أثفن,أَثْفَنَ يُثْفِنُ إثْفانًا :- يده: أَغلظها؛ أثفن العمل يدَه.
أثقب,أَثْقَبَ يُثْقِبُ إثْقَابًا .- النارَ:أوقدها.- الزَّنْدَ: قدحه وأظهر شرره؛ أَثقبوا زند الحرب.
أثقل,أَثْقَلَ يُثْقِلُ إثْقالا :- تِ الحاملُ: ثقل حملها في بطنها ودنا وضعه؛ بلغت الشهر التاسِع من حملها فأثقلت.- ـه. حَمَّلَهُ حملاً ذا وزن كبير، أي حملاً ثقيلاً؛ أثقله المرض/ أثقله النعاس، أي اشتد عليه/ أثقل ذاكرته.
أثكل,أَثْكَلَ يُثْكِلُ إثْكالا :- ها اللَّهُ: أفقدها ولدها؛ كم تُثكل الحرب من أمَّهات.
أثل,أَثَلَ يأْثِلُ أُثُولا وأَثُلَ يَأْثُلُ أَثَالَةً : تأصَّل في الأرض أو في الشَرَفِ فهو أَثِيلٌ أو مُؤَثَّل؛ لهؤلاء القوم شرف أثيل.
أثلث,أَثْلَثَ يُثْلِثُ إثْلاثًا :- الشيءُ: بقي ثُلُثُهُ وذهب تُلُثَاه؛ رقدنا بعد أن أثلث الليلُ.- القوم: تقسَّموا ثلاث فرق.- الشيءَ: جعله ثلاثة.- تِ الحامل: ولدت الولد الثالث.
أثلج,أَثْلَجَ يُثْلِجُ إثْلاجًا :- تِ السماء: أنزلت الثلج، أي ما جمد من المطر،- تْ نفسه: اطمأنَّت.- صدرَه: سرّه وطمأنه؛ أثلج صدرَه نبأُ شفاءِ صديقه.
آثم,آثَمَ يُؤْثِمُ إيثَاماً :- ــه: أوقعه في الخطيئة.
أثم,أَثِمَ يأْثَمُ إِثْمًا وأَثَمًا وَمَأْثَمًا وأَثَامًا ارتكب خطيئة وعمل ما لا يحل عمله؛ أخذ يستغفر اللَّهَ بعد أَن أثم.
أثمد,أَثمَدَ يُثْمِدُ إثْمادًا :- عينَه: كَحَّلها بالإِثْمد. - الماءَ: جعل له مكانًا كالحوض يتجمع فيه.
أثمل,أَثْمَلَ يُثْمِلُ إثْمالا :- اللبن ونحوه: كثرت رغوته.- ـهُ الشراب: أسكره.- ـه النعاسُ: أثقل جفنيه.- الكأس: أخرج ثُمالتَها، أي البقية قي أسفلها.
أثمن,أَثْمَنَ يُثْمِنُ إثْمانًا :- القوم: صاروا ثمانية.- تِ السلعةُ: ارتفع ثمنها؛ تثمِن السلع في أثناء الحرب.- السلعةَ: قدَّ ر ثمنها؛ أثمنت الحكومة الموادََّ الغذائية كلها،
أثناء,أَثْناءُ : خلال أو تضاعيف؛ لا تقاطعه في أثناءِ كلامه/ في هذه الأثناء، أي في هذا الوقت؛ كان المحاضر يتكلم وفي هذه الأثناء دخل مستمع فأزعجه/ أثناءُ الوادي، هو المنعطف من الوادي؛ برزت قافلة السيارات من أثناء الوادي.
أثنى,أَثْنَى يُثْنِي أَثْنِ إثْناءً [ ثني]: صار ثانيًا له.- عليه: مدحه؛ أثنى عليه أمام القوم لحسن قيامه بعمله.- عليه بالضرب: عاد عليه بالضرب.
أثوى,أَثْوَى يُثْوِي أَثْوِ إِثْواءً [ ثوي]:- بالمكان: أقام فيه.- ـه بالمكان: أنزله فيه؛ كريم يُثْوي الضيوف بداره.
أجاء,أَجَاء يُجِيءُ أَجِىءُ إِجَاءةً [جيء]: - ـه: جَاء به. - ـه إلى الشيءِ: ألجأه إليهفَأَجَاءهَا المَخَاضُ إِلَى جِذْعِ النَّخْلَة.
أجاب,أَجَابَ يُجيبُ أَجِبْ إِجابَةً [جوب]: - ـه: ردَّ عليه وأفاده عَما سأل.- ـه إلى حاجته: قضى له حاجتَه فَإنِّي قَرِيبٌ أُجِيبُ دَعْوَةََ الدَّاعِ إِذَا دَعَان.
أجاح,أَجَاحَ يُجِيحُ أَجِحْ إجَاحَةً [ جوح]: أهلك؛ أجاَحتْه المَصيبة.
أجاد,أَجَاد َ يُجِيدُ أَجِدْ إِجَادَةً [ جود]: أَتَى بالجيِّد، أَي الحَسن أو المتقن من قولٍ أو عملٍ؛ أجاد الفنان الرسم بعد تدريب طويل.
أجار,أَجَارَ يُجِيرُ أَجِرْ إِجَارةً [ جور]:- ـه: حماه وأنقذه وَهُوَ يُجِيرُ وَلاَ يُجَارُ عَلَيْهِ. -متاعَهُ: حفظه.- ـه عن الطريق: عدل به عنه؛ أَجِرْ صديقك عن طريق السوء.
أجاز,أَجَازَ يُجِيزُ أَجِزْ إجَازَةً [ جوز]:- ـه: جعله مقبولاً ونَافذًا؛ أجاز القاضي البيعَ. - الموضعَ: سلكه وخلَّفه.- الرجلَ: أعطاه الإِذْنَ.- ـه بكذا أعطاه جائزة. -ـه العقَبةَ: جعله يسلكها ويخلّفها.- في الشِّعر. أَتَمَّ بيتًا كان الآخَرُ قد ذكر صدره؛ أخذا يتباريان في الشعر ويجيز أحدهما الآخر.
أجال,أَجَالَ يُجِيلُ أَجِلْ إجَالَةً [ جول]:- الشيءَ: أداره.- ـه في المكان: جعله يطوف فيه؛ أجال الدليلُ السُّيَّاحَ في المدينة الأثرية. - والرأْيَ فيما بينهم: تداولوا البحث فيه.
إجباري,إجْبَارِيٌّ : إلزاميٌّ، ضدّه اخْتيارِيٌّ؛ إنَّ التعليمَ إجباريٌّ في المرحلة الابتدائية.
أجبر,أَجْبَرَ يُجْبرُ إجْبارًا :- ـه على الأمر: أكرهه عليَه وألزمه بفعله؛ أجبره على الاعتراف بالحقيقة.
أجثم,أَجْثَمَ يُجثِمُ إجْثَامًا :- ـه: جعله يجثو، أي يجلس على ركبتيه.
أجثى,أَجْثَى يُجْثِي أَجْثِ إِجْثَاء [جثو]: - ـه: جعله يجلس على ركبتيه.
أج,أَجَّ يَؤُجُّ أُجَّ أو اُؤْجُجْ أُجُوجًا .- الماء: صار شديد الملوحة.- الماءَ: صيَّره شديد الملوحة.
أج,أَجَّ يَؤُجُّ اُؤْجُجْ أو أُجَّ أَجًّا وأَجِيجًا : - تِ النار: التهبت فسمع لها صوت؛ أجَّت النار وامتدَّ الحريق في الدار.
أجج,أَجَّجَ يَؤَجِّجُ تَأْجِيجًا :- النارَ: ألهبها؛ أجّج الحقدَ في نفوس القوم.- الماءَ: جعله شديد الملوحة.
أجل,أَجَّلَ يؤَجِّلُ تأجيلا :- الأمرَ: أخَّره؛ لا تُؤَجِّلْ عمل اليوم إلى الغد.- ـه: ضرب له موعداً وَبَلَغْنَا أَجَلَنَا الَّذِي أَجَّلْتَ لَنَا.
أجم,أَجَّمَ يَؤَجِّمُ تأجيمًا :- النارَ: أذكاها وأجَّجها.
أجحد,أَجحدَ يُجْحِدُ إجْحادًا : ذهب ماله؛ أجحد فلان في أثناء الحرب.-: قلَّ خيره.- ـه. وجده بخيلاً؛ أجحدتُه عندما سألته بعض المال.
أجحر,أَجْحَرَ يُجْحِرُ إجْحَارًا :- تِ السماءُ: لم تمطر.- القومُ: أصابتهم الشدة والَقحط. - الحيوانَ: جعله يدخل الجحر.
أجحف,أَجْحَفَ يُجْحِف إجْحَافًا :- به: اشتدَّ في الإضرار به؛ أجحف به الفقر.- به: كلّفه ما لا يطيق؛ لا تجحف بعمال المصنع/ أجحَفوا بحقوق المساكين. - الدهر بالناس: استأصلهم وأهلكهم.
أجحن,أَجْحَن يُجْحِنُ إجْحَانًا : ضيَّق على أهله وعياله فقرًا أو بخلاً؛ إن كنت غنيا فلا تجحن.
أجدب,أَجْدَبَ يُجْدِبُ إجْدَاباً :- المكان: انقطع عنه المطر فيبست أرضه وأمحلت. - القوم: أصابهم القحط.
أجد,أَجَدَّ يُجِدُّ إجْدَادًا :اجتهد.-: سلك جَدَدًا، أي طريقًا غليظة مستوية.- الأمر حققه وأحكمه.- فيِ الأمر: اهتمَّ له. - الشيءَ: صيَّره جديدًا.
أجدر,أَجْدَرَ يُجْدِرُ إجْدَارًا :- الشجرُ. خرج ثمره.- تِ الأرض: بدت فيها رؤوس النبات.
أجدر,أَجْدَرَ : ما أجدرَه أن يفعل كذا أو أَجْدِرْ به أن يفعله: ما أخلقه أن يفعله وأَخْلِقْ به؛ ما أجدره أن يكون من أوائل الناجحين.
أجدف,أَجْدَفَ يُجْدِف إجْدافًا :- القوم: ضجُّوا وأجلبوا؛ أجدف الناس حين أُنبئوا بزيادة الأسعار.
أجدى,أَجْدَى يُجْدِي أَجْدِ إجْدَأء [جدو]: نفع وأغنى؛ إنه عمل لا يجديك/ لا يجدي نفعًا.-: نال الجدوى، أي العطاء. - فلانًا: أعطاه الجدوى.
أجذف,أَجْذَفَ يُجْذِفُ إجْذَافًا :- الطائرُ: أسرع في تحريك جناحيه.- تِ الظبيةُ أو المرأة: قصَّرت الخطو.
أجذل,أَجْذَلَ يُجْذِلُ إجْذَالا :- ـه أفرحه؛كان يُجذلهم إذ يأتيهم بالحَلوى كل مساء.
أجذم,أَجْذَمَ يُجْذِمُ إجْذَامًا : قطع.- في السير: أسرع.
آجر,آجَرَ يُؤَاجِرُ مُؤَاجَرَةً :- العاملَ: اتخذه عاملاً بأجر؛ وقّعت عقد المؤاجرة مع عمّال المصنع.
آجر,آجَرَ يُؤْجِرُ إِيجَاراً :- الدارَ فلاناَ ومن فلان: أكراه إياها؛جرته الدار بمبلغ بخس.- الرجلَ على كذا: كافأهُ وأثابه؛ يؤجر الله الصادقين المتصدقين أجراً حسناً.
أجر,أَجَرَ يَأْجُرُ أَجْرًا :- ـه: أثابه وَلا نُضِيعُ أَجْرَ الْمُحْسِنِينَ.- ـه الدار: أكراه إيَّاها/ أُجِرَ فلانٌ في أولاده: ماتوا فكانوا أجرًا له.
أجرب,أَجْرَبَ يُجْرِبُ إجْرابًا :- ـه: أوقعه في داء الجَرَب.
أجرس,أَجْرَسَ يُجْرِسُ إجْراسًا :- الجرسَ: قرعه.- الحَلْيُ: أحدث صوتًا كصوت الجرس؛ أقبلت بحليها يُجرس.
أجرف,أَجْرَف يُجْرِفُ إجْرَافاً :- المكان: أصابه سيل أكل من ترابه وكسحه.
أجرم,أَجْرَمَ يُجْرِمُ إجْرامًا : ارتكب جناية/ عِلْمُ الإجرام، هو علم يبحث في الجرائم مستندًا إلى علوم النفس والاجتماع والإحصاء.
أجرن,أَجْرَنَ يُجْرِنُ إجْرانًا :- الحَبَّ: وضعه في الجَرين، أي البيدر؛ أجرنوا قمحهم قبل أن يضعوه في الأكياس.
أجرى,أَجْرَى يُجْرِي أجْرِ إجْراء [ جرو]:- تِ، الكلبة: صارت ذات جراء، أي كلاب صغيرة.
